Initiator,Timestamp,Mentions
50219,1341383276,"5137, 4665"
50219,1341384572,"6373, 3994"
50219,1341390228,4665
50219,1341391698,"88, 4665"
50219,1341391779,"121586, 4665"
50219,1341394081,"88, 4665"
50219,1341394133,4665
50219,1341395403,"5193, 26398, 4665"
50219,1341425072,4665
50219,1341425326,5121
50219,1341426387,8402
50219,1341426887,"6373, 3994"
50219,1341426922,50235
50219,1341427542,13501
50219,1341427649,13501
50219,1341427735,13501
50219,1341427777,13501
50219,1341427964,"4665, 11876"
50219,1341431030,"6373, 3994, 3972"
50219,1341431201,"4665, 62542"
50219,1341431381,"29806, 4665"
50219,1341525622,"6373, 3994"
50219,1341525845,"4665, 2014"
50219,1341526296,"13809, 4665"
50219,1341527947,4665
50219,1341577660,2687
50219,1341604649,"6373, 3994"
50219,1341605793,"6373, 3994"
50219,1341696768,11876
50219,1341696833,11876
205864,1341103442,244881
132827,1341103664,26139
93269,1341103681,93306
93269,1341353494,15
93269,1341354594,5011
93269,1341412508,6672
93269,1341442564,39103
93269,1341443136,5335
93269,1341469797,39103
93269,1341469897,39103
134554,1341103868,2417
134554,1341599078,316
300856,1341104008,"18038, 511"
300856,1341381182,13821
300856,1341382961,30075
18626,1341104206,26375
168365,1341104222,26375
89805,1341104470,64911
89805,1341126080,13813
89805,1341133281,42182
89805,1341147692,12751
89805,1341154905,13808
89805,1341158423,"88, 26486"
89805,1341158769,12751
89805,1341162113,38790
89805,1341190812,13808
89805,1341194422,13808
89805,1341205224,13603
89805,1341230161,9704
89805,1341230409,87263
89805,1341230755,21280
89805,1341234302,9704
89805,1341234653,39885
89805,1341234840,"42182, 42170"
89805,1341234990,11991
89805,1341235061,92274
89805,1341235157,"13813, 92274"
89805,1341235235,92274
89805,1341235285,42182
89805,1341235452,3547
89805,1341235536,98204
89805,1341235565,"35729, 92274"
89805,1341237315,19604
89805,1341237334,11991
89805,1341237489,55521
89805,1341238121,11991
89805,1341238403,11991
89805,1341238617,11991
89805,1341239065,11991
89805,1341240925,88
89805,1341241252,22848
89805,1341242651,7639
89805,1341244948,98204
89805,1341245019,98204
89805,1341248450,11876
89805,1341249656,519
89805,1341250003,27723
89805,1341251068,"110903, 103451"
89805,1341252125,"88, 3998"
89805,1341252209,3998
89805,1341259245,26158
89805,1341262836,"19870, 3603"
89805,1341266435,"21979, 12751"
89805,1341270016,12751
89805,1341277216,42182
89805,1341280815,14957
89805,1341284407,"25089, 14907, 1276"
89805,1341288012,553
89805,1341295255,14166
89805,1341302427,11991
89805,1341303992,89805
89805,1341306062,5226
89805,1341306189,12751
89805,1341306369,"3998, 5226, 42172"
89805,1341306431,"5226, 42172"
89805,1341306490,"5226, 42172"
89805,1341308000,"4570, 110903"
89805,1341308069,50927
89805,1341308858,13808
89805,1341309632,"3994, 3972"
89805,1341309695,"35729, 13808"
89805,1341315001,7639
89805,1341315240,9704
89805,1341315300,3972
89805,1341315602,"88, 5226"
89805,1341315651,91840
89805,1341316862,519
89805,1341320050,6765
89805,1341320366,"9704, 67382"
89805,1341320501,1988
89805,1341322207,12751
89805,1341324121,3547
89805,1341324166,3547
89805,1341326011,"5226, 6241"
89805,1341326247,3547
89805,1341326397,3547
89805,1341327128,"13778, 3547"
89805,1341327419,6080
89805,1341327512,473
89805,1341327667,"88, 22849, 11792"
89805,1341328226,39885
89805,1341329401,13808
89805,1341330708,1988
89805,1341331251,19604
89805,1341332157,"62906, 26398, 105116"
89805,1341333060,98204
89805,1341333105,98204
89805,1341334913,48540
89805,1341335024,"15188, 1988"
89805,1341336600,"9704, 15210"
89805,1341337550,6765
89805,1341337701,"519, 13808"
89805,1341338426,"14964, 3604"
89805,1341338542,11991
89805,1341338651,64906
89805,1341338942,6765
89805,1341340201,110903
89805,1341341171,"17155, 2177"
89805,1341342058,"519, 13808"
89805,1341342560,"27484, 9964"
89805,1341342900,"6373, 3994, 3972"
89805,1341344700,519
89805,1341346500,511
89805,1341348300,26153
89805,1341349266,16801
89805,1341351001,56968
89805,1341351901,30322
89805,1341352847,105416
89805,1341353701,39959
89805,1341354601,13808
89805,1341355501,"3994, 3972"
89805,1341356462,27723
89805,1341357300,"2143, 3807"
89805,1341360022,26158
89805,1341360901,"13813, 88, 3998"
89805,1341363630,26153
89805,1341367225,46117
89805,1341369060,9704
89805,1341371701,"3972, 40973, 23278"
89805,1341372001,64906
89805,1341372601,14166
89805,1341372703,"88, 3998"
89805,1341372901,28951
89805,1341373201,110903
89805,1341373500,42182
89805,1341373640,"88, 42172"
89805,1341373704,9704
89805,1341373797,13808
89805,1341373800,"13820, 6585"
89805,1341374215,27723
89805,1341374429,"13813, 88, 3998, 35729"
89805,1341374506,"13813, 88, 3998"
89805,1341375046,6940
89805,1341375361,98992
89805,1341375420,3998
89805,1341375436,1988
89805,1341375541,13813
89805,1341375545,"88, 3998"
89805,1341375600,64906
89805,1341375660,"3998, 54064"
89805,1341375900,"89814, 39885"
89805,1341375960,278585
89805,1341376020,15538
89805,1341376070,"88, 3998"
89805,1341376191,39885
89805,1341376492,1988
89805,1341376607,16801
89805,1341376824,9704
89805,1341376946,"88, 3998"
89805,1341377005,"88, 3998"
89805,1341377019,"88, 3998"
89805,1341377128,6765
89805,1341377198,3604
89805,1341377214,223767
89805,1341377256,"42182, 80814"
89805,1341377267,"28951, 519, 13808, 1988"
89805,1341377285,"26153, 98204, 16801, 39885"
89805,1341377296,88
89805,1341377464,3998
89805,1341377479,3998
89805,1341377524,1988
89805,1341377551,42182
89805,1341377610,23956
89805,1341377705,9107
89805,1341377877,13808
89805,1341377938,103447
89805,1341377988,1988
89805,1341378035,88
89805,1341378123,"88, 3998"
89805,1341378198,"88, 3998"
89805,1341378306,"88, 3998"
89805,1341378314,"88, 3998"
89805,1341378341,20385
89805,1341378392,13808
89805,1341378456,46117
89805,1341378494,67382
89805,1341378599,13808
89805,1341378608,"88, 3998"
89805,1341378663,"88, 3998"
89805,1341378683,3998
89805,1341378699,92274
89805,1341378742,16801
89805,1341378800,"88, 3998"
89805,1341378816,"3998, 92274"
89805,1341378830,9704
89805,1341378874,13808
89805,1341378945,39885
89805,1341378980,"88, 3998"
89805,1341379050,"3998, 42172"
89805,1341379065,91840
89805,1341379168,"13798, 20385"
89805,1341379227,"3998, 92274"
89805,1341379303,"88, 3998"
89805,1341379475,"88, 3998"
89805,1341379488,9704
89805,1341379508,"88, 3998"
89805,1341379556,64906
89805,1341379578,64906
89805,1341379599,64906
89805,1341379619,64906
89805,1341379641,9704
89805,1341379674,3998
89805,1341379691,"88, 3998"
89805,1341379705,3998
89805,1341379747,"46117, 1988"
89805,1341379832,13813
89805,1341379869,677
89805,1341379888,677
89805,1341379919,92274
89805,1341379952,42182
89805,1341379964,11991
89805,1341380064,3998
89805,1341380159,13798
89805,1341380290,3998
89805,1341380325,13813
89805,1341380343,"88, 3998"
89805,1341380371,11991
89805,1341380414,"75360, 92274"
89805,1341380478,"88, 3998"
89805,1341380506,"88, 3998"
89805,1341380552,88
89805,1341380575,11991
89805,1341380667,39885
89805,1341380703,3998
89805,1341380744,13808
89805,1341380830,92274
89805,1341380889,16801
89805,1341380931,13808
89805,1341380953,"19604, 110903, 11991"
89805,1341381055,92274
89805,1341381082,677
89805,1341381100,3998
89805,1341381138,13813
89805,1341381160,"88, 3998"
89805,1341381196,39885
89805,1341381223,42172
89805,1341381354,11991
89805,1341381367,677
89805,1341381443,35729
89805,1341381461,39885
89805,1341381479,88
89805,1341381508,677
89805,1341381529,27723
89805,1341381593,"88, 3998"
89805,1341381631,"13813, 42172"
89805,1341381675,16801
89805,1341381756,"88, 3998"
89805,1341381820,3998
89805,1341381865,677
89805,1341381919,92274
89805,1341381999,"88, 64911"
89805,1341382035,13813
89805,1341382067,3998
89805,1341382102,3998
89805,1341382125,3998
89805,1341382141,88
89805,1341382254,42172
89805,1341382306,677
89805,1341382372,13813
89805,1341382469,11991
89805,1341382498,"88, 3998"
89805,1341382581,3998
89805,1341382883,13813
89805,1341382893,"88, 3998"
89805,1341382899,13813
89805,1341382945,92274
89805,1341382963,16801
89805,1341383005,110903
89805,1341383042,88
89805,1341383058,13813
89805,1341383072,"13813, 88, 3998"
89805,1341383090,39885
89805,1341383101,9704
89805,1341383129,110903
89805,1341383216,39885
89805,1341383229,9704
89805,1341383247,16801
89805,1341383258,13813
89805,1341383319,"88, 19604, 110903"
89805,1341383333,"88, 3998"
89805,1341383363,16801
89805,1341383421,"20385, 42643"
89805,1341383453,13813
89805,1341383518,88
89805,1341383539,"13813, 92274"
89805,1341383565,"13813, 92274"
89805,1341383596,110903
89805,1341383606,13813
89805,1341383681,"88, 3998"
89805,1341383696,16801
89805,1341383718,677
89805,1341383868,92274
89805,1341383886,9704
89805,1341383911,16801
89805,1341383928,39885
89805,1341383953,16801
89805,1341383974,50927
89805,1341384078,13813
89805,1341384110,11991
89805,1341384126,39885
89805,1341384183,88
89805,1341384223,92274
89805,1341384273,6765
89805,1341384295,"13813, 3998, 42172"
89805,1341384318,19604
89805,1341384380,9704
89805,1341384450,13808
89805,1341384503,13808
89805,1341384677,35729
89805,1341384780,56968
89805,1341384795,"88, 3998"
89805,1341384885,13812
89805,1341384902,"88, 3998"
89805,1341384918,11991
89805,1341384967,88
89805,1341385037,11991
89805,1341385053,13813
89805,1341385083,"88, 3998"
89805,1341385174,16801
89805,1341385196,50927
89805,1341385308,92274
89805,1341385373,13813
89805,1341385735,103497
89805,1341385771,196283
89805,1341385829,12022
89805,1341385888,1503
89805,1341385896,19870
89805,1341386103,46838
89805,1341386222,13808
89805,1341386232,13808
89805,1341386300,88
89805,1341386422,13813
89805,1341386530,56968
89805,1341386644,"511, 13808"
89805,1341387108,14124
89805,1341387144,47460
89805,1341387211,"88, 5226, 103451"
89805,1341387375,13813
89805,1341387461,"3998, 35729"
89805,1341387626,"88, 67382"
89805,1341387698,4182
89805,1341387758,35729
89805,1341387855,87263
89805,1341393934,35729
89805,1341393972,50927
89805,1341394038,35729
89805,1341394106,11991
89805,1341394145,11991
89805,1341394179,88
89805,1341394314,13808
89805,1341394354,13784
89805,1341394385,"67382, 13808"
89805,1341394420,35729
89805,1341394454,"3998, 35729"
89805,1341394522,35729
89805,1341394618,"88, 13808"
89805,1341394716,88
89805,1341394744,88
89805,1341394807,88
89805,1341394836,19870
89805,1341394868,55521
89805,1341394900,98204
89805,1341394930,"2417, 13799"
89805,1341394963,13766
89805,1341394997,"154333, 23395, 20385"
89805,1341395121,349
89805,1341395275,1852
89805,1341395396,64906
89805,1341395717,74019
89805,1341395790,14907
89805,1341396052,13809
89805,1341396217,11991
89805,1341396883,"9964, 503"
89805,1341397171,"10752, 126459"
89805,1341397239,87263
89805,1341397631,"13141, 88, 677"
89805,1341399620,"7690, 511"
89805,1341401330,677
89805,1341403234,13795
89805,1341403313,9964
89805,1341403338,9964
89805,1341405019,"87263, 14166, 63931"
89805,1341406851,1988
89805,1341406870,1988
89805,1341411170,177656
89805,1341411997,677
89805,1341412191,13808
89805,1341412269,103447
89805,1341412310,13808
89805,1341414407,"13854, 117615, 12751"
89805,1341417663,88
89805,1341418300,15210
89805,1341420230,"161907, 2177"
89805,1341421326,35725
89805,1341421403,"227122, 12965"
89805,1341424762,13808
89805,1341424807,"22990, 205, 13808"
89805,1341424843,519
89805,1341424976,"22990, 205, 13808"
89805,1341425432,519
89805,1341428437,39889
89805,1341435608,"88, 3998"
89805,1341439216,21280
89805,1341450005,"4642, 10392"
89805,1341453616,4740
89805,1341457213,27723
89805,1341460809,22849
89805,1341464429,"3650, 13799"
89805,1341468023,"27483, 5196, 1276"
89805,1341471607,5226
89805,1341475212,12751
89805,1341482428,27723
89805,1341484833,64906
89805,1341485737,5226
89805,1341486049,88
89805,1341487562,5226
89805,1341489710,"5193, 26398, 511"
89805,1341493212,27616
89805,1341496864,2014
89805,1341497164,21949
89805,1341497808,7639
89805,1341499209,56968
89805,1341502201,15488
89805,1341503077,"511, 7274"
89805,1341504102,62514
89805,1341504193,3998
89805,1341505800,39420
89805,1341507698,"19604, 103451"
89805,1341509589,91
89805,1341511247,396
89805,1341513000,39885
89805,1341514805,50927
89805,1341516602,92274
89805,1341518448,13813
89805,1341520200,4372
89805,1341523801,"88, 3998"
89805,1341525650,39885
89805,1341527401,"35729, 188, 1997"
89805,1341529204,553
89805,1341531001,35729
89805,1341532813,"511, 542"
89805,1341536429,553
89805,1341540017,188
89805,1341547208,64911
89805,1341554420,2416
89805,1341558040,"519, 12751"
89805,1341568831,3998
89805,1341572471,3998
89805,1341575325,"186, 20385"
89805,1341575351,"88, 186, 64911"
89805,1341576016,4665
89805,1341577800,42172
89805,1341579645,39885
89805,1341583270,88
89805,1341585052,89814
89805,1341586852,"1880, 3604"
89805,1341588603,"88, 64911, 52087"
89805,1341592200,"88, 12965"
89805,1341594040,50927
89805,1341597662,13798
89805,1341599400,3998
89805,1341603001,"43742, 79198"
89805,1341604822,13809
89805,1341606601,"72684, 18168"
89805,1341612009,13809
89805,1341619226,3972
89805,1341630014,"4665, 110903"
89805,1341633611,492
89805,1341640833,"15489, 110903"
89805,1341648007,13808
89805,1341655205,"19604, 110903"
89805,1341669656,42182
89805,1341676866,9704
89805,1341698427,13830
331965,1341104489,331967
331965,1341634168,331967
203358,1341104515,42514
80101,1341104630,46842
80101,1341175430,207711
80101,1341180387,"80101, 207711"
80101,1341181246,"80101, 207711"
80101,1341230593,"25089, 1276"
80101,1341233258,"4665, 26139, 11876"
80101,1341270600,207711
80101,1341280669,5245
80101,1341281247,11876
80101,1341281264,"13808, 11876"
80101,1341327065,13808
80101,1341328301,207711
80101,1341334397,"489, 207711"
80101,1341335139,207711
80101,1341336368,207711
80101,1341349666,"13797, 207711"
80101,1341372884,"88, 3998"
80101,1341375039,88
80101,1341375207,"88, 36989"
80101,1341375258,"207711, 12473"
80101,1341375448,1988
80101,1341376234,119429
80101,1341376365,118365
80101,1341376601,"13797, 156668"
80101,1341376659,11991
80101,1341376909,88
80101,1341377049,88
80101,1341377732,"13797, 210553, 1988"
80101,1341377857,5226
80101,1341377941,1988
80101,1341380221,"207711, 1988"
80101,1341380409,349
80101,1341380461,"207711, 1988"
80101,1341380724,1988
80101,1341381000,32219
80101,1341381085,1988
80101,1341381183,5193
80101,1341381271,"88, 3998, 207711"
80101,1341403613,1988
80101,1341406144,26398
80101,1341406354,207711
80101,1341406650,207711
80101,1341408750,207711
80101,1341410020,207711
80101,1341410173,207711
80101,1341430442,130722
80101,1341433960,88
80101,1341434218,"207711, 468"
80101,1341445971,13797
80101,1341493217,"5226, 207711"
80101,1341496468,"13797, 207711, 13795"
80101,1341496494,13795
80101,1341501278,207711
80101,1341501380,245146
80101,1341503450,207711
80101,1341508962,"13797, 207711"
80101,1341509466,32264
80101,1341516044,207711
80101,1341545710,"13797, 32264, 677, 207711, 132690"
80101,1341601845,"13797, 32264, 207711"
80101,1341617191,"13797, 207711"
80101,1341617737,"13797, 80101, 207711"
80101,1341663098,"13797, 5193, 207711"
80101,1341668371,"227122, 67382"
80101,1341681755,207711
2733,1341104708,21469
2733,1341104719,21469
2733,1341332507,"42831, 2417"
2733,1341341782,1101
2733,1341341783,1101
2733,1341343417,6282
331967,1341104791,331967
235957,1341104973,38224
149403,1341105016,235556
149403,1341373136,88
149403,1341379304,296189
149403,1341383038,13813
185901,1341105364,2417
331320,1341105487,331320
64375,1341105524,"19604, 519"
64375,1341105575,"19604, 519"
64375,1341379143,519
64375,1341382590,2160
64375,1341382964,26177
64375,1341385284,5226
64375,1341523935,"188, 1997"
213163,1341105766,"213163, 223789"
213163,1341264722,78237
213163,1341266340,78237
213163,1341363458,13809
213163,1341369374,30513
213163,1341370277,246023
213163,1341370849,"213163, 246023"
213163,1341374127,27029
213163,1341375933,1988
213163,1341378088,"187200, 80706"
213163,1341378231,7592
213163,1341411413,1988
213163,1341480653,27037
213163,1341485916,189336
196145,1341105910,"6695, 30578"
424732,1341106079,"677, 26139"
424732,1341408893,88
168554,1341106397,142366
104498,1341106439,123091
104498,1341198970,50865
197061,1341106510,"88, 197061, 220"
197061,1341180097,88
197061,1341180140,"88, 197061"
197061,1341180414,"88, 197061"
197061,1341180522,"88, 197061"
197061,1341180580,"88, 197061"
197061,1341180631,"88, 197061"
197061,1341195035,"88, 197061"
197061,1341269049,"88, 197061"
197061,1341283208,"88, 197061"
197061,1341283254,"88, 197061"
197061,1341332946,88
197061,1341335027,88
197061,1341335128,"88, 197061"
197061,1341335911,"88, 2687"
197061,1341363379,88
197061,1341373924,27029
197061,1341374115,"88, 27029"
197061,1341374230,"88, 27029, 197061"
197061,1341375361,88
197061,1341375939,88
197061,1341378260,"88, 4259"
197061,1341378280,"88, 4259, 197061"
197061,1341378303,"88, 4259, 197061"
197061,1341395293,88
197061,1341399118,88
197061,1341424281,88
197061,1341424453,88
197061,1341429458,88
197061,1341430704,88
197061,1341431212,88
197061,1341476914,"88, 197061"
197061,1341493115,"88, 197061"
197061,1341493942,88
197061,1341494026,"88, 197061"
197061,1341494089,"88, 197061"
197061,1341494143,"88, 197061"
197061,1341500938,88
197061,1341507651,88
197061,1341508715,88
197061,1341508858,88
197061,1341509886,88
197061,1341529284,"88, 197061"
197061,1341551336,197061
197061,1341553850,88
197061,1341570819,88
197061,1341582788,"88, 64911, 52087"
197061,1341627480,88
197061,1341627661,"88, 197061"
197061,1341627799,"88, 197061"
197061,1341628118,88
75470,1341106591,3604
75470,1341383544,"12937, 88"
33833,1341106983,50231
33833,1341333905,9021
33833,1341363577,9036
33833,1341364838,280317
33833,1341373208,8989
33833,1341374960,88
33833,1341378341,"88, 3998"
33833,1341382965,54258
33833,1341383290,50250
33833,1341390382,41944
33833,1341451127,9021
33833,1341453758,185031
33833,1341454224,"9021, 366506"
33833,1341491026,50282
33833,1341491035,41944
33833,1341491047,50273
33833,1341491139,50299
33833,1341492874,50230
33833,1341493342,34873
33833,1341493646,44193
33833,1341496850,34873
33833,1341497611,50244
33833,1341498034,33833
33833,1341499365,33833
33833,1341502983,6969
33833,1341503037,366506
33833,1341503516,33833
33833,1341505788,50296
33833,1341509824,50262
33833,1341509985,2014
33833,1341515065,33833
33833,1341515189,38819
33833,1341536691,50299
33833,1341538801,33833
33833,1341542177,9021
33833,1341542493,"9021, 50244"
33833,1341588388,"33833, 8984"
33833,1341606220,"33833, 32566, 50264"
33833,1341606441,50267
33833,1341608173,32566
33833,1341608334,50267
33833,1341620233,"78785, 50251"
33833,1341668898,50263
50231,1341107268,33833
50231,1341515620,"38819, 50250"
120250,1341107320,2417
120250,1341240348,2696
34790,1341107906,2417
88078,1341108050,8
43332,1341108467,43332
43332,1341108534,43332
43332,1341108564,43332
43332,1341332427,52761
9229,1341108602,3066
59343,1341108729,3604
250401,1341108779,3604
432622,1341108852,3604
295958,1341109102,295959
147510,1341109157,3604
147510,1341380327,88
147510,1341383787,"13813, 88"
294403,1341109358,3604
150805,1341109596,"19426, 8425"
175283,1341109631,3604
175283,1341234171,13809
175283,1341583859,"88, 64911, 52087"
190062,1341109690,3604
133812,1341109717,9192
133812,1341383275,"68162, 5335"
133812,1341388600,"114159, 260659, 13633"
133812,1341388866,"6683, 47518, 5335"
321340,1341109967,321341
321340,1341400351,59195
165978,1341110325,2288
165978,1341668043,6708
165978,1341669488,2288
184805,1341110971,26139
184805,1341325435,335
184805,1341333187,26139
184805,1341380856,12022
184805,1341382004,3604
184805,1341408848,383
184805,1341550165,316
174754,1341111247,2288
281951,1341111580,11991
281951,1341406785,519
281951,1341412843,1988
186184,1341111612,"66383, 70301"
186184,1341399634,22470
186184,1341400905,"9951, 183404"
186184,1341402732,88
437786,1341111674,226803
226803,1341111706,"226803, 437786"
66383,1341111775,"186184, 66383, 70301"
70301,1341111839,"186184, 66383"
449329,1341112104,2417
84112,1341112120,2417
84112,1341236943,5792
84112,1341238372,153606
84112,1341242467,"43371, 132394"
84112,1341242801,"43371, 132394"
84112,1341243935,"84112, 93502, 132394"
84112,1341245427,"93502, 132399, 43371"
84112,1341290554,"132404, 183049"
84112,1341292990,84108
84112,1341293057,132399
84112,1341296276,132403
84112,1341311863,93502
84112,1341316731,132394
84112,1341366044,105601
84112,1341383782,153606
84112,1341384128,153606
84112,1341384964,"153606, 93502"
84112,1341388348,32156
84112,1341388492,105601
84112,1341390422,"2417, 93502"
84112,1341390562,2417
84112,1341391277,32146
84112,1341397068,13137
84112,1341414981,15
84112,1341454322,213
84112,1341454982,225574
84112,1341455540,132403
84112,1341461674,234839
84112,1341530630,8073
84112,1341538947,93502
84112,1341563156,93500
84112,1341575602,194806
84112,1341581833,"105601, 93502, 8077"
196130,1341112410,47499
196130,1341410546,6683
196130,1341410912,6683
196130,1341585704,"335, 8409"
196130,1341628597,"8409, 47504"
196130,1341628774,"196140, 335, 8409, 150522"
369148,1341112968,3604
62086,1341113115,45382
62086,1341633952,229438
182039,1341113160,74294
182039,1341601299,5011
242386,1341113309,242386
242386,1341147613,258313
242386,1341169300,242386
242386,1341169412,242386
242386,1341169415,242386
242386,1341355451,242386
242386,1341356090,242386
242386,1341519791,242386
376344,1341113414,376345
47499,1341113457,47499
47499,1341374837,141628
47499,1341382256,5041
47499,1341391538,196143
47499,1341476478,93323
47499,1341532542,9149
47499,1341585472,9191
296120,1341113634,296119
296119,1341113695,296119
315802,1341114059,54200
64998,1341114221,35376
64998,1341435827,30298
64998,1341663659,60021
105407,1341114299,10269
105407,1341259596,43347
105407,1341376722,"13235, 82714, 44183"
105407,1341382300,"3637, 30"
105407,1341434084,"11597, 426789, 371955, 49125"
105407,1341439680,1276
105407,1341439681,15904
105407,1341445253,"7606, 189630, 1276"
105407,1341445254,193342
105407,1341449024,"392415, 1276"
105407,1341454685,27381
105407,1341454686,"27381, 17776"
105407,1341458456,"120458, 27381, 78466, 1276"
105407,1341460353,"422245, 1276, 59330"
105407,1341469724,"54580, 1276"
105407,1341494105,4177
105407,1341518560,"13235, 26126, 44183"
105407,1341524222,"34298, 88695"
105407,1341550312,"4177, 22240, 167256"
105407,1341588695,78455
105407,1341594382,"158505, 1276, 51640"
105407,1341628325,"88875, 1276"
105407,1341630178,"105407, 88875, 1276"
105407,1341643399,44183
288386,1341114595,2417
288386,1341404326,2417
288386,1341416045,2417
288386,1341418593,3998
288386,1341599181,2417
67382,1341114850,67382
67382,1341203124,"13808, 26486"
67382,1341207390,"67382, 13808"
67382,1341216090,67382
67382,1341234320,"9704, 67382"
67382,1341298655,67382
67382,1341299733,67382
67382,1341300019,67382
67382,1341300208,12751
67382,1341313200,98204
67382,1341313399,98204
67382,1341313552,"9704, 12751"
67382,1341315332,12751
67382,1341322965,98204
67382,1341324055,67382
67382,1341337583,"88, 18076, 67382"
67382,1341373043,"26153, 98204, 173673, 67382, 89805"
67382,1341373868,"88, 67382"
67382,1341378487,88
67382,1341378671,67382
67382,1341378726,9704
67382,1341379128,266821
67382,1341379460,"47998, 95124"
67382,1341383024,13795
67382,1341383101,"11692, 13795"
67382,1341385121,"9704, 67382"
67382,1341386966,380310
67382,1341387376,88
67382,1341387684,88
67382,1341387845,67382
67382,1341388030,"88, 67382"
67382,1341388567,"88, 50927"
67382,1341388624,"88, 50927"
67382,1341388764,445188
67382,1341389280,13808
67382,1341392759,19870
67382,1341393310,7501
67382,1341396517,"9704, 12751"
67382,1341407572,"677, 553, 214092"
67382,1341409499,519
67382,1341409694,519
67382,1341417841,12751
67382,1341418239,"88, 67382, 2179"
67382,1341418377,"2177, 2179"
67382,1341419766,"67382, 11696, 13808"
67382,1341420418,12965
67382,1341428079,"12751, 2280"
67382,1341465245,"39889, 27797, 9704, 67382, 11696, 12751"
67382,1341465838,"88, 13798, 67382, 27484, 2177"
67382,1341468253,"88, 12965, 67382"
67382,1341486472,"67382, 2177"
67382,1341498449,"98204, 67382"
67382,1341551901,"227122, 67382"
67382,1341552183,"67382, 27484, 2177, 12751"
67382,1341553177,109647
67382,1341553670,"227122, 67382"
67382,1341559800,"2177, 47652"
67382,1341577021,72108
67382,1341636603,"519, 12751"
67382,1341672371,13795
285914,1341115561,228311
105363,1341115783,105364
